label,id,scenario,yr_pub,yr_data,if_jrnl,if_refer,if_pe,if_ge,model,wct_total,wct_food,wct_price,wct_ghg,wct_land,wct_iluc,if_focus,if_corn,if_coarse,if_ddgs,if_iluc,if_fuel,p_oil,if_lvstk,if_response,if_conven,if_broad,if_tax,if_other,if_cornonly,q0_ethnl,q1_ethnl,dq_ethnl,dq_ethnl_pct,dp_corn,dp_corn_pct,p0_corn,wct_fl,wct_fg,wct_fd,wct_ems,wct_fvg,wct_fog,if_food,wct_fvg2,if_dec,dp_corn_d,dp_corn_pct_d,dpc_pct_avg,dq_ethnl_d,dqe_sq,dqe_d_sq,pcqe_e,pcqe_se,pcqe,max_id,wi,n_model,max_model,wm,y,mt,pcqe_se_wm,pcqe_se_wmsum,pcqe_se_wmt,pcqe_e_wm,pcqe_e_wmsum,pcqe_e_wmt,dp_corn_pct_dwm,dp_corn_pct_dwmsum,dp_corn_pct_d_wmt,pcqe_wm,pcqe_wmsum,pcqe_wmt,model_upper,model_lower
"Bento,_Antonio_M.;_Klotz,_Richard;_Landry,_Joel.Are_There_Carbon_Savings_from_US_Biofuel_Policies?_The_Critical_Importance_of_Accounting_for_Leakage_in_Land_and_Fuel_Markets_2012",55,3,2012,2015,0,0,0,1,Bento_et_al.,33724,68,236,74,383,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,11.993411,15.004972,3.0115614,.25110132,.85134596,.252,3.4748814,.1775457,-.017791484,.0090143522,.01355118,-.004536828,.66520792,0,.000020582809,0,.85134596,.252,.185,3.0115614,9.0695019,9.0695019,1.003579,.083677523,.28269255,4,.25,4,4,.25,8,35,.020919381,1.4538637,.041538965,.25089476,13.568561,.38767317,.063000001,6.2011752,.17717643,.070673138,5.7900596,.16543028,1-GE,2-GE_other
Congressional_Budget_Office_(CBO).The_Renewable_Fuel_Standard:_Issues_for_2014_and_Beyond_2014,76,1,2014,2017,0,0,0,0,CBO,23772,73,232,0,49,0,,1,0,0,1,1,,0,1,0,1,0,0,0,15,13,-2,-.13333334,-.25,-.063114613,3.9610479,1.4897959,.30708396,.01283022,.0020612485,.010768971,6.2244897,1,.00011597075,1,.25,.063114613,.063114613,2,4,4,.47335958,.031557307,.125,1,1,1,1,1,9,35,.031557307,1.4538637,.041538965,.47335958,13.568561,.38767317,.063114613,6.2011752,.17717643,.125,5.7900596,.16543028,Other,Other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,1,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,0,0,0,1,,.050000001,6.0300002,5.98,119.6,.73000002,.29918033,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,.73000002,.29918033,.6311475,5.98,35.760399,35.760399,.0025015078,.050030157,.12207358,6,.16666667,1,6,.16666667,10,35,.0083383601,1.4538637,.041538965,.00041691796,13.568561,.38767317,.049863391,6.2011752,.17717643,.020345598,5.7900596,.16543028,2-PE,6-PE_other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,6,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,1,0,0,0,1,.050000001,17.450001,17.4,348,2.1199999,.86885244,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,2.1199999,.86885244,.6311475,17.4,302.75998,302.75998,.0024967024,.049934048,.12183908,6,.16666667,2,6,.16666667,10,35,.0083223414,1.4538637,.041538965,.00041611708,13.568561,.38767317,.14480874,6.2011752,.17717643,.020306513,5.7900596,.16543028,2-PE,6-PE_other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,5,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,0,0,1,0,0,.050000001,16.02,15.97,319.39999,1.9400001,.79508197,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,1.9400001,.79508197,.6311475,15.97,255.04091,255.04091,.0024892986,.049785972,.12147778,6,.16666667,3,6,.16666667,10,35,.0082976623,1.4538637,.041538965,.00041488311,13.568561,.38767317,.13251367,6.2011752,.17717643,.020246297,5.7900596,.16543028,2-PE,6-PE_other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,2,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,1,0,1,0,0,.050000001,10.76,10.71,214.2,1.3,.53278691,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,1.3,.53278691,.6311475,10.71,114.7041,114.7041,.002487334,.049746677,.12138188,6,.16666667,4,6,.16666667,10,35,.0082911132,1.4538637,.041538965,.00041455566,13.568561,.38767317,.088797823,6.2011752,.17717643,.020230314,5.7900596,.16543028,2-PE,6-PE_other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,4,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,0,0,1,1,0,.050000001,15.51,15.46,309.20001,1.88,.77049178,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,1.88,.77049178,.6311475,15.46,239.0116,239.0116,.0024918879,.049837761,.12160414,6,.16666667,5,6,.16666667,10,35,.0083062937,1.4538637,.041538965,.00041531466,13.568561,.38767317,.1284153,6.2011752,.17717643,.020267356,5.7900596,.16543028,2-PE,6-PE_other
"Cui,_Jingbo;_Lapan,_Harvey;_Moschini,_GianCarlo;_Cooper,_Joseph.Welfare_Impacts_of_Alternative_Biofuel_and_Energy_Policies_2011",77,3,2011,2009,1,1,1,0,"Cui,_Lapan,_Moschini",15222,12,149,12,9,5,1,1,0,1,0,1,62,0,1,0,0,0,1,0,.050000001,13.94,13.89,277.79999,1.27,.52049178,2.4400001,.85714287,0,.010576797,.0017080541,.0088687427,6.1923079,1,.000078654601,0,1.27,.52049178,.6311475,13.89,192.93211,192.93211,.0018736206,.037472408,.091432683,6,.16666667,6,6,.16666667,10,35,.0062454017,1.4538637,.041538965,.0003122701,13.568561,.38767317,.08674863,6.2011752,.17717643,.015238781,5.7900596,.16543028,2-PE,6-PE_other
"De_Gorter,_Harry;_Just,_David_R..""Water”_in_the_US_Ethanol_Tax_Credit_and_Mandate:_Implications_for_Rectangular_Deadweight_Costs_and_the_Corn-Oil_Price_Relationship_2008",217,1,2008,1994,1,0,1,0,De_Gorter_and_Just,5935,0,123,0,1,0,1,1,0,1,0,1,,0,1,0,0,0,1,0,5.8692341,0,-5.8692341,-1,.1,.042918455,2.3299999,0,0,.020724516,.000168492,.020556025,123,1,.00042255016,1,-.1,-.042918455,-.042918455,5.8692341,34.44791,34.44791,-.042918455,-.0073124454,-.017037999,1,1,1,1,1,11,35,-.0073124454,1.4538637,.041538965,-.042918455,13.568561,.38767317,-.042918455,6.2011752,.17717643,-.017037999,5.7900596,.16543028,2-PE,6-PE_other
"Dhoubhadel,_Sunil_P.;_Azzam,_Azzeddine_M.;_Stockton,_Matthew_C..The_Impact_of_Biofuels_Policy_and_Drought_on_the_U.S._Grain_and_Livestock_Markets_2015",83,1,2015,2012,1,1,1,0,EDM,10993,2,95,0,0,0,1,1,0,1,0,1,,1,1,0,0,0,1,0,13.8,11.91,-1.89,-.13695653,-.37895,-.055,6.8899999,,.018193396,.0088237971,0,.0088237971,,1,.000077859397,1,.37895,.055,.055,1.89,3.5720999,3.5720999,.40158728,.02910053,.20050265,1,1,1,1,1,12,35,.02910053,1.4538637,.041538965,.40158728,13.568561,.38767317,.055,6.2011752,.17717643,.20050265,5.7900596,.16543028,2-PE,6-PE_other
"Elobeid,_Amani;_Tokgoz,_Simla.Removing_distortions_in_the_US_ethanol_market:_What_does_it_imply_for_the_United_States_and_Brazil?_2008",218,1,2008,2010.5,1,1,1,0,Elobeid_and_Tokgoz,9172,7,180,0,3,0,1,1,0,1,0,1,58.380001,0,1,0,0,0,1,0,7.0637999,6.5636601,-.50014001,-.070803247,-.039999999,-.016806724,2.3800001,2.3333333,.076319233,.020388138,.00032708244,.020061055,62.333328,1,.00040244593,1,.039999999,.016806724,.018907562,.50014001,.25014004,.25014004,.23737222,.033604037,.079977602,2,.5,1,2,.5,13,35,.016802019,1.4538637,.041538965,.11868611,13.568561,.38767317,.0084033618,6.2011752,.17717643,.039988801,5.7900596,.16543028,2-PE,6-PE_other
"Elobeid,_Amani;_Tokgoz,_Simla.Removing_distortions_in_the_US_ethanol_market:_What_does_it_imply_for_the_United_States_and_Brazil?_2008",218,2,2008,2010.5,1,1,1,0,Elobeid_and_Tokgoz,9172,7,180,0,3,0,1,1,0,1,0,1,58.380001,0,1,0,0,1,1,0,7.0637999,6.38451,-.67929,-.096164957,-.050000001,-.021008402,2.3800001,2.3333333,.076319233,.020388138,.00032708244,.020061055,62.333328,1,.00040244593,1,.050000001,.021008402,.018907562,.67929,.4614349,.4614349,.21846214,.030927001,.073606268,2,.5,2,2,.5,13,35,.0154635,1.4538637,.041538965,.10923107,13.568561,.38767317,.010504201,6.2011752,.17717643,.036803134,5.7900596,.16543028,2-PE,6-PE_other
"Hayes,_Dermot;_Babcock,_Bruce;_Fabiosa,_Jacinto;_Tokgoz,_Simla;_Elobeid,_Amani;_Yu,_Tun-Hsiang;_Dong,_Fengxia;_Hart,_Chad;_Chavez,_Eddie;_Pan,_Suwen;_others.Biofuels:_potential_production_capacity,_effects_on_grain_and_livestock_sectors,_and_implications_for_food_prices_and_consumers_2009",240,3,2009,2022,1,1,1,0,FAPRI-ISU,10218,22,311,1,11,0,1,1,0,1,1,1,75,1,1,0,0,0,0,0,16.878,9.184,-7.6939998,.25,-.68000001,-.18230563,3.73,2,.20551968,.032589547,.0011743981,.03141515,27.75,1,.00098691159,1,.68000001,.18230563,.22117962,7.6939998,59.197632,59.197632,-.72922254,.023694521,.08838056,4,.25,1,14,.071428575,14,35,.0016924659,1.4538637,.041538965,-.052087326,13.568561,.38767317,.013021831,6.2011752,.17717643,.0063128974,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Elobeid_Amani;_Simla_Tokgoz;_Hayes,_Dermot;_Babcock,_Bruce;_Hart,_Chad.The_Long-Run_Impact_of_Corn-Based_Ethanol_on_the_Grain,_Oilseed,_and_Livestock_Sectors_with_Implications_for_Biotech_Crops_2007",238,2,2007,2010.5,1,1,1,0,FAPRI-ISU,5103,1,124,0,4,0,1,1,0,1,1,1,,1,1,1,0,0,0,1,19.091,43.679001,24.587999,1.2879367,1.38,.4107143,3.3599999,.25,.019596316,.024495395,.00078385265,.023711542,31.25,1,.00056223723,0,1.38,.4107143,.49535716,24.587999,604.5697,604.5697,.31889322,.016703852,.056124941,2,.5,2,14,.071428575,14,35,.0011931323,1.4538637,.041538965,.022778088,13.568561,.38767317,.029336737,6.2011752,.17717643,.0040089246,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce;_Jacinto_Fabiosa.The_Impact_of_Ethanol_and_Ethanol_Subsidies_on_Corn_Prices:_Revisiting_History_2011",207,1,2011,2007,0,0,1,0,FAPRI-ISU,4213,12,113,1,1,0,1,1,0,1,1,1,,1,1,1,0,1,0,0,8.1874905,6.2674909,-1.92,-.23450409,-.1348,-.039999999,3.3699999,12,.2610966,.029670069,.00047472111,.029195348,62.5,1,.00085236831,1,.1348,.039999999,.039999999,1.92,3.6863999,3.6863999,.17057271,.020833334,.070208333,1,1,3,14,.071428575,14,35,.0014880954,1.4538637,.041538965,.012183766,13.568561,.38767317,.0028571428,6.2011752,.17717643,.005014881,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Fabiosa,_Jacinto_F.;_Beghin,_John_C.;_Dong,_Fengxia;_Elobeid,_Amani;_Tokgoz,_Simla;_Yu,_Tun-Hsiang.Land_Allocation_Effects_of_the_Global_Ethanol_Surge:_Predictions_from_the_International_FAPRI_Model_2010",84,1,2010,2011.5,1,1,1,0,FAPRI-ISU,9572,15,154,1,129,0,1,1,0,1,1,0,,1,1,1,0,0,0,1,10.320091,11.3521,1.0320091,.1,.090903275,.0288,3.1563637,.11627907,.14625992,.017655663,.013581279,.0040743845,1.3000001,1,.000016600608,0,.090903275,.0288,.0288,1.0320091,1.0650429,1.0650429,.28799999,.027906729,.088083789,1,1,4,14,.071428575,14,35,.0019933379,1.4538637,.041538965,.020571429,13.568561,.38767317,.002057143,6.2011752,.17717643,.0062916996,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Elobeid,_A.;_Tokgoz,_S.;_Hayes,_D.J.;_Babcock,_B.A.;_Hart,_C.E..The_long-run_impact_of_corn-based_ethanol_on_the_grain,_oilseed,_and_livestock_sectors_with_implications_for_biotech_crops_2007",238,1,2007,2010.5,1,1,1,0,FAPRI-ISU,5103,1,124,0,4,0,1,1,0,1,1,1,,1,1,0,0,0,1,0,9.4759998,31.479,22.003,2.3219712,1.49,.57999998,2.5599999,.25,.019596316,.024495395,.00078385265,.023711542,31.25,1,.00056223723,0,1.49,.57999998,.49535716,22.003,484.13202,484.13202,.24978776,.026360041,.067718036,2,.5,5,14,.071428575,14,35,.0018828601,1.4538637,.041538965,.017841984,13.568561,.38767317,.041428573,6.2011752,.17717643,.0048370026,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce_A..The_Impact_of_US_Biofuel_Policies_on_Agricultural_Price_Levels_and_Volatility_2011",36,5,2011,2009,0,1,1,0,FAPRI-ISU,4350,11,118,1,2,0,1,1,0,1,1,0,,1,1,1,0,1,0,0,11.869,10.675,-1.194,-.10059819,0,0,3.5999999,5.5,.22988506,.029655172,.00068965519,.028965516,42.999996,1,.00083900109,1,0,0,.033073761,1.194,1.4256361,1.4256361,0,0,0,5,.2,6,14,.071428575,14,35,0,1.4538637,.041538965,0,13.568561,.38767317,0,6.2011752,.17717643,0,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Hayes,_Dermot;_Babcock,_Bruce;_Fabiosa,_Jacinto;_Tokgoz,_Simla;_Elobeid,_Amani;_Yu,_Tun-Hsiang;_Dong,_Fengxia;_Hart,_Chad;_Chavez,_Eddie;_Pan,_Suwen;_others.Biofuels:_potential_production_capacity,_effects_on_grain_and_livestock_sectors,_and_implications_for_food_prices_and_consumers_2009",240,2,2009,2022,1,1,1,0,FAPRI-ISU,10218,22,311,1,11,0,1,1,0,1,1,1,105,1,1,0,1,0,0,0,16.878,16.629999,-.248,-.014693684,.029999999,.0080428952,3.73,2,.20551968,.032589547,.0011743981,.03141515,27.75,1,.00098691159,1,-.029999999,-.0080428952,.22117962,.248,.061503999,.061503999,-.54737091,-.032431029,-.12096774,4,.25,7,14,.071428575,14,35,-.0023165022,1.4538637,.041538965,-.039097924,13.568561,.38767317,-.00057449256,6.2011752,.17717643,-.0086405529,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Hayes,_Dermot;_Babcock,_Bruce;_Fabiosa,_Jacinto;_Tokgoz,_Simla;_Elobeid,_Amani;_Yu,_Tun-Hsiang;_Dong,_Fengxia;_Hart,_Chad;_Chavez,_Eddie;_Pan,_Suwen;_others.Biofuels:_potential_production_capacity,_effects_on_grain_and_livestock_sectors,_and_implications_for_food_prices_and_consumers_2009",240,4,2009,2022,1,1,1,0,FAPRI-ISU,10218,22,311,1,11,0,1,1,0,1,1,1,105,1,1,0,1,1,0,0,16.878,39.838001,22.959999,1.3603507,1.9,.50938338,3.73,2,.20551968,.032589547,.0011743981,.03141515,27.75,1,.00098691159,0,1.9,.50938338,.22117962,22.959999,527.16156,527.16156,.37445003,.022185689,.082752615,4,.25,8,14,.071428575,14,35,.0015846922,1.4538637,.041538965,.026746431,13.568561,.38767317,.03638453,6.2011752,.17717643,.0059109014,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce_A..The_Impact_of_US_Biofuel_Policies_on_Agricultural_Price_Levels_and_Volatility_2011",36,2,2011,2006,0,1,1,0,FAPRI-ISU,4350,11,118,1,2,0,1,1,0,1,1,0,,1,1,1,0,1,0,0,5.8829999,5.4809999,-.40200001,-.068332486,-.090000004,-.029605264,3.04,5.5,.22988506,.029655172,.00068965519,.028965516,42.999996,1,.00083900109,1,.090000004,.029605264,.033073761,.40200001,.161604,.161604,.43325314,.073644936,.2238806,5,.2,9,14,.071428575,14,35,.005260353,1.4538637,.041538965,.030946653,13.568561,.38767317,.0021146617,6.2011752,.17717643,.015991472,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Hayes,_Dermot;_Babcock,_Bruce;_Fabiosa,_Jacinto;_Tokgoz,_Simla;_Elobeid,_Amani;_Yu,_Tun-Hsiang;_Dong,_Fengxia;_Hart,_Chad;_Chavez,_Eddie;_Pan,_Suwen;_others.Biofuels:_potential_production_capacity,_effects_on_grain_and_livestock_sectors,_and_implications_for_food_prices_and_consumers_2009",240,1,2009,2022,1,1,1,0,FAPRI-ISU,10218,22,311,1,11,0,1,1,0,1,1,1,105,1,1,0,1,1,0,0,16.878,25.455999,8.5780001,.5,.75,.20107238,3.73,2,.20551968,.032589547,.0011743981,.03141515,27.75,1,.00098691159,0,.75,.20107238,.22117962,8.5780001,73.582085,73.582085,.40214476,.023440473,.087432966,4,.25,10,14,.071428575,14,35,.0016743196,1.4538637,.041538965,.028724628,13.568561,.38767317,.014362314,6.2011752,.17717643,.0062452122,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Searchinger,_Timothy;_Heimlich,_Ralph;_Houghton,_Richard_A.;_Dong,_Fengxia;_Elobeid,_Amani;_Fabiosa,_Jacinto;_Tokgoz,_Simla;_Hayes,_Dermot;_Yu,_Tun-Hsiang.Use_of_US_croplands_for_biofuels_increases_greenhouse_gases_through_emissions_from_land-use_change_2008",232,1,2008,2016,1,1,1,0,FAPRI-ISU,2693,6,8,21,107,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,14.751368,29.523869,14.772501,1.0014327,1.27,.40317461,3.1500001,.056074765,-.55699962,.0051986631,.047530636,-.042331971,.10937499,0,.0017919958,0,1.27,.40317461,.40317461,14.772501,218.22679,218.22679,.40259781,.027292239,.085970543,1,1,11,14,.071428575,14,35,.0019494457,1.4538637,.041538965,.028756987,13.568561,.38767317,.028798187,6.2011752,.17717643,.0061407532,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce_A..The_Impact_of_US_Biofuel_Policies_on_Agricultural_Price_Levels_and_Volatility_2011",36,4,2011,2008,0,1,1,0,FAPRI-ISU,4350,11,118,1,2,0,1,1,0,1,1,0,,1,1,1,0,1,0,0,10.218,7.8779998,-2.3399999,-.22900763,-.18000001,-.044334974,4.0599999,5.5,.22988506,.029655172,.00068965519,.028965516,42.999996,1,.00083900109,1,.18000001,.044334974,.033073761,2.3399999,5.4755998,5.4755998,.19359605,.018946571,.07692308,5,.2,12,14,.071428575,14,35,.0013533266,1.4538637,.041538965,.01382829,13.568561,.38767317,.0031667841,6.2011752,.17717643,.0054945061,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce_A..The_Impact_of_US_Biofuel_Policies_on_Agricultural_Price_Levels_and_Volatility_2011",36,1,2011,2005,0,1,1,0,FAPRI-ISU,4350,11,118,1,2,0,1,1,0,1,1,0,,1,1,1,0,1,0,0,4.5,4.1230001,-.377,-.083777778,-.039999999,-.02,2,5.5,.22988506,.029655172,.00068965519,.028965516,42.999996,1,.00083900109,1,.039999999,.02,.033073761,.377,.142129,.142129,.23872678,.053050395,.10610079,5,.2,13,14,.071428575,14,35,.0037893141,1.4538637,.041538965,.017051913,13.568561,.38767317,.0014285714,6.2011752,.17717643,.0075786281,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Babcock,_Bruce_A..The_Impact_of_US_Biofuel_Policies_on_Agricultural_Price_Levels_and_Volatility_2011",36,3,2011,2007,0,1,1,0,FAPRI-ISU,4350,11,118,1,2,0,1,1,0,1,1,0,,1,1,1,0,1,0,0,8.3669996,6.533,-1.834,-.21919446,-.30000001,-.071428575,4.1999998,5.5,.22988506,.029655172,.00068965519,.028965516,42.999996,1,.00083900109,1,.30000001,.071428575,.033073761,1.834,3.3635559,3.3635559,.32586852,.038946878,.16357689,5,.2,14,14,.071428575,14,35,.0027819199,1.4538637,.041538965,.023276323,13.568561,.38767317,.0051020412,6.2011752,.17717643,.011684064,5.7900596,.16543028,2-PE,3-FAPRI-ISU
"Whistance,_Jarrett;_Meyer,_Seth;_Thompson,_Wyatt.Renewable_Fuel_Standard_Waiver_Options_for_2014_and_Beyond_2013",186,5,2013,2015,0,0,1,0,FAPRI-MU,4319,0,74,0,0,0,1,1,0,1,1,0,,1,1,0,1,0,0,0,13.65,15.53,1.88,.13772894,.23666666,.057119872,4.1433334,,0,.017133595,0,.017133595,,1,.00029356009,0,.23666666,.057119872,.050285839,1.88,3.5344,3.5344,.4147267,.030382911,.12588653,6,.16666667,1,24,.041666668,15,35,.0012659547,1.4538637,.041538965,.017280281,13.568561,.38767317,.0023799948,6.2011752,.17717643,.0052452721,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Meyer,_Seth;_Thompson,_Wyatt.How_Do_Biofuel_Use_Mandates_Cause_Uncertainty?_United_States_Environmental_Protection_Agency_Cellulosic_Waiver_Options_2012",115,4,2012,2018,1,1,1,0,FAPRI-MU,7916,10,86,37,13,0,1,1,0,1,1,0,112,1,1,1,0,0,0,1,15.593,19.614,4.0209999,.25787213,.62,.13163482,4.71,.76923078,-.34108135,.012127337,.0063163214,.0058110156,1.92,1,.000033767901,0,.62,.13163482,.073162943,4.0209999,16.16844,16.16844,.51046544,.032736838,.15419051,4,.25,2,24,.041666668,15,35,.0013640349,1.4538637,.041538965,.021269394,13.568561,.38767317,.005484784,6.2011752,.17717643,.0064246049,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Meyer,_Seth;_Julian_Binfield;_Wyatt_Thompson.The_Role_of_Biofuel_Policy_and_Biotechnology_in_the_Development_of_the_Ethanol_Industry_in_the_United_States_2013",203,2,2013,2019,1,1,1,0,FAPRI-MU,6990,10,96,0,3,0,1,1,0,1,1,1,,1,1,1,0,0,1,0,14.323,15.822,1.499,.10465685,.23,.053240743,4.3200002,3.3333333,.14306152,.015164521,.00042918455,.014735336,35.333332,1,.00021713015,0,.23,.053240743,.054837078,1.499,2.2470009,2.2470009,.50871724,.035517506,.15343563,2,.5,3,24,.041666668,15,35,.0014798961,1.4538637,.041538965,.021196552,13.568561,.38767317,.0022183643,6.2011752,.17717643,.0063931514,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Thompson,_Wyatt;_Meyer,_Seth;_Westhoff,_Patrick;_Binfield,_Julian.Renewable_Fuel_Standard_Waiver_Options_during_the_Drought_of_2012_2012",178,2,2012,2014,0,0,1,0,FAPRI-MU,8110,2,125,5,4,0,1,1,0,1,1,0,,1,1,1,0,0,1,0,14.565,13.599,-.96600002,-.066323377,-.17,-.03256705,5.2199998,.5,-.036991369,.015659679,.001109741,.014549938,14.111111,1,.0002117007,1,.17,.03256705,.013224355,.96600002,.93315601,.93315601,.49103427,.033713304,.17598343,4,.25,4,24,.041666668,15,35,.0014047211,1.4538637,.041538965,.020459762,13.568561,.38767317,.0013569605,6.2011752,.17717643,.007332643,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Thompson,_Wyatt;_Meyer,_Seth;_Westhoff,_Patrick;_Binfield,_Julian.Renewable_Fuel_Standard_Waiver_Options_during_the_Drought_of_2012_2012",178,3,2012,2013,0,0,1,0,FAPRI-MU,8110,2,125,5,4,0,1,1,0,1,1,0,,1,1,1,0,0,0,1,12.171,12.028,-.14300001,-.01174924,-.059999999,-.0076238881,7.8699999,.5,-.036991369,.015659679,.001109741,.014549938,14.111111,1,.0002117007,1,.059999999,.0076238881,.013224355,.14300001,.020449001,.020449001,.64888352,.0533139,.4195804,4,.25,5,24,.041666668,15,35,.0022214125,1.4538637,.041538965,.027036814,13.568561,.38767317,.00031766202,6.2011752,.17717643,.017482517,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Whistance,_Jarrett;_Meyer,_Seth;_Thompson,_Wyatt.Renewable_Fuel_Standard_Waiver_Options_for_2014_and_Beyond_2013",186,2,2013,2015,0,0,1,0,FAPRI-MU,4319,0,74,0,0,0,1,1,0,1,1,0,,1,1,0,1,0,0,0,13.65,14.92,1.27,.093040295,.19,.046116505,4.1199999,,0,.017133595,0,.017133595,,1,.00029356009,0,.19,.046116505,.050285839,1.27,1.6128999,1.6128999,.49566165,.036312208,.1496063,6,.16666667,6,24,.041666668,15,35,.0015130087,1.4538637,.041538965,.02065257,13.568561,.38767317,.001921521,6.2011752,.17717643,.0062335962,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Kalaitzandonakes,_Nicholas;_Kaufman,_James;_Meyer,_Seth;_Thompson,_Wyatt.The_Impact_of_Biotech_Corn_Traits_on_Ethanol_Production_2008",220,2,2008,2018,0,0,1,0,FAPRI-MU,4986,2,18,4,3,0,1,1,0,1,1,1,,1,1,0,1,0,0,0,14.672528,12.911825,1.7607034,.12,.081893444,.02,4.0946722,.66666669,-.040112313,.0040112315,.0014039311,.0026073004,2.8571427,1,6.7980154e-06,0,.081893444,.02,.012499999,1.7607034,3.1000767,3.1000767,.16666667,.011359097,.046511777,4,.25,7,24,.041666668,15,35,.00047329569,1.4538637,.041538965,.006944445,13.568561,.38767317,.00083333335,6.2011752,.17717643,.0019379908,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Kruse,_John;_Westhoff,_Patrick;_Meyer,_Seth;_Thompson,_Wyatt.Economic_Impacts_of_Not_Extending_Biofuel_Subsidies_2007",244,1,2007,2.5,1,1,1,0,FAPRI-MU,5721,1,117,0,6,0,1,1,0,1,1,1,,1,1,0,0,1,0,0,12.37,8.6099997,-3.76,-.30399999,-.30000001,-.096000001,3.1099999,.16666667,.017479463,.020625765,.0010487677,.019576997,19.666666,1,.0003832588,1,.30000001,.096000001,.096000001,3.76,14.1376,14.1376,.31578949,.025531916,.079787239,1,1,8,24,.041666668,15,35,.0010638299,1.4538637,.041538965,.013157896,13.568561,.38767317,.0040000002,6.2011752,.17717643,.0033244684,5.7900596,.16543028,2-PE,4-FAPRI-MU
"Meyer,_Seth;_Thompson,_Wyatt.How_Do_Biofuel_Use_Mandates_Cause_Uncertainty?_United_States_Environmental_Protection_Agency_Cellulosic_Waiver_Options_2012",115,1,2012,2018,1,1,1,0,FAPRI-MU,7916,10,86,37,13,0,1,1,0,1,1,0,112,1,1,0,1,0,0,0,15.514,15.593,.079000004,.0050921752,-.0099999998,-.0021186441,4.7199998,.76923078,-.34108135,.012127337,.0063163214,.0058110156,1.92,1,.000033767901,0,-.0099999998,-.0021186441,.073162943,.079000004,.0062410007,.0062410007,-.41605875,-.026818277,-.12658226,4,.25,9,24,.041666668,15,35,-.0011174283,1.4538637,.041538965,-.017335782,13.568561,.38767317,-.000088276836,6.2011752,.17717643,-.0052742613,5.7900596,.16543028,2-PE,4-FAPRI-MU
